"country","article_name","revision_id","article_quality","population"
"Taiwan","Fei Hsi-ping",803664360,"Start",23468000
"Peru","Francisco Soberón",803664814,"Stub",31151643
"Russia","Igor Koshin",803666934,"Stub",144302000
"Germany","Edmund Heines",803669976,"Start",81132000
"United Kingdom","Catherine Ashton",803670084,"GA",65092000
"Sri Lanka","Joseph Pararajasingham",803671671,"GA",20868800
"New Zealand","Linda Cooper (politician)",803673359,"Start",4598066
"New Zealand","Ben Sandford",803673614,"Start",4598066
"New Zealand","Damian Light",803674050,"Start",4598066
"Gambia","Badara Joof",803674587,"Start",2021893
"Myanmar","Myint Maung",803675272,"Stub",52147000
"Russia","Elena Stasova",803675850,"C",144302000
"Romania","Christian Rakovsky",803676090,"FA",19838662
"Iran","Bahare Arvin",803676377,"Stub",78483446
"Philippines","Larry Silva",803676909,"C",102965300
"Pakistan","Mukhtiar Ahmad Junejo",803677249,"Stub",199047300
"South Africa","Phumzile Mlambo-Ngcuka",803678388,"C",55041000
"China","Bojang of Goguryeo",803679888,"C",1371920000
"United States","James E. Smith (politician)",803679942,"Stub",321234172
"Russia","Sergey Glazyev",803680249,"C",144302000
"Afghanistan","Mullah Mohammad Hasan",803686558,"Stub",32247000
"Israel","Ben-Zion Meir Hai Uziel",803691519,"Start",8375384
"United States","Philip Willkie",803692835,"Start",321234172
"United States","Jennifer Ho",803693853,"Start",321234172
"China","Xi Qia",803695877,"Start",1371920000
"Slovakia","Peter Šťastný",803697955,"C",5424051
"Spain","Celia Villalobos",803698976,"Start",46368000
"Ukraine","Vadym Eugenovych Ivchenko",803700720,"Start",42828300
"Sudan","Abd an-Nabi Abd al-Qadir Mursal",803705358,"Stub",40883900
"Afghanistan","Mohammad Najibullah",803705974,"B",32247000
"Afghanistan","Abdul Rahim Hatif",803706243,"Stub",32247000
"Philippines","Vicente Duterte",803706391,"Start",102965300
"Costa Rica","Emilia Molina Cruz",803706453,"Stub",4832000
"United States","Billy Tauzin",803707427,"C",321234172
"Nigeria","Richard Akinwande Savage",803709059,"C",181839400
"Indonesia","Irwandi Yusuf",803709392,"C",255741973
"United States","Lee E. Goodman",803709580,"Start",321234172
"Czech Republic","Miroslav Kostelka",803709959,"Stub",10551227
"Canada","John McCreedy",803710066,"Stub",35833000
"Estonia","Yoko Alender",803710731,"Start",1310504
"India","Tarkeshwari Sinha",803713107,"Start",1314097616
"United States","Amy Dacey",803713970,"C",321234172
"New Zealand","Jo Giles",803715294,"Start",4598066
"France","Laëtitia Saint-Paul",803717504,"Stub",64346720
"Ireland","Richard J. Daley",803718673,"C",4630308
"Finland","Katrin Sjögren",803723623,"Stub",5476031
"Ireland","Marty Walsh (politician)",803724689,"C",4630308
"New Zealand","Bhupinder Singh (New Zealand cricketer)",803727605,"Stub",4598066
"Sri Lanka","S. D. Bandaranayake",803728999,"Start",20868800
"Liberia","Stephen Allen Benson",803729648,"Start",4503000
"China","Tao Qian (Han dynasty)",803730365,"C",1371920000
"Sierra Leone","David Lansana",803730446,"Start",6502960
"Iraq","Talib al-Naqib",803736389,"GA",37056000
"Chile","Bernardo O'Higgins",803736821,"B",18025000
"Malta","George Borg Olivier",803737342,"C",431486
"Indonesia","Sutiyoso",803737361,"Start",255741973
"Papua New Guinea","Michael Somare",803737504,"C",7744600
"New Zealand","Henry Bunny",803738015,"C",4598066
"Trinidad and Tobago","John Fearns Nicoll",803739565,"Start",1351000
"Tanzania","Mr. II",803740549,"C",52291000
"Australia","Earle Page",803740958,"C",23888000
"Morocco","Mohamed Oufkir",803744818,"C",34121000
"Thailand","Korn Dabbaransi",803745076,"C",65121250
"Iraq","List of Presidents of Iraq",803747175,"Start",37056000
"Iraq","List of Prime Ministers of Iraq",803747658,"Start",37056000
"Kosovo","Adem Grabovci",803747865,"Start",1802000
"Comoros","Bahia Massoundi",803747951,"Start",764000
"Bangladesh","Abul Hasan Chowdhury",803748036,"Stub",160411000
"Iran","Bahram Parsaei",803748822,"Stub",78483446
"Iraq","Khodair al-Khozaei",803749182,"Stub",37056000
"Ghana","Abu Kasanbata",803750637,"Stub",27672800
"Australia","Ian Macdonald (New South Wales politician)",803752129,"C",23888000
"Kenya","Nassir Nuh Abdi",803752444,"Stub",44306000
"United States","John Moran Bailey",803753209,"Start",321234172
"Italy","Giuseppe Govone",803753224,"C",62466780
"Moldova","Zinaida Greceanîi",803753307,"C",4109000
"Austria","Ferdinand Mannlicher",803753326,"C",8615955
"Moldova","Alexandru Tănase",803753328,"Stub",4109000
"Moldova","Vladimir Hotineanu",803753330,"Stub",4109000
"Moldova","Valeriu Cosarciuc",803753333,"Stub",4109000
"Moldova","Leonid Bujor",803753335,"Stub",4109000
"Moldova","Alexandru Oleinic",803753339,"Stub",4109000
"Moldova","Valentina Buliga",803753345,"Stub",4109000
"Moldova","Marcel Răducan",803753348,"Stub",4109000
"Moldova","Dumitru Diacov",803753354,"Start",4109000
"Moldova","Vasile Ursu",803753358,"Stub",4109000
"Moldova","Vadim Cojocaru",803753359,"Stub",4109000
"Moldova","Oleg Bodrug",803753362,"Stub",4109000
"Moldova","Ion Pleșca",803753368,"Stub",4109000
"Moldova","Iurie Colesnic",803753370,"Stub",4109000
"Moldova","Anatolie Ghilaș",803753371,"Stub",4109000
"Moldova","Nicolae Dabija (politician)",803753373,"Stub",4109000
"Moldova","Vasile Șoimaru",803753375,"Stub",4109000
"Moldova","Tudor Gheorghe Țopa",803753382,"Stub",4109000
"Moldova","Mihai Poiată",803753384,"Stub",4109000
"Moldova","Vasile Vatamanu",803753390,"Stub",4109000
"Moldova","Alecu Reniță",803753391,"Stub",4109000
"Moldova","Ion Ungureanu",803753394,"Stub",4109000
"Moldova","Victor Stepaniuc",803753396,"Stub",4109000
"Moldova","Nicolae Țâu",803753402,"Stub",4109000
"Moldova","Gheorghe Amihalachioaie",803753406,"Stub",4109000
"Moldova","Victor Pușcaș",803753414,"Stub",4109000
"Romania","Marius Lazurca",803753417,"Stub",19838662
"Moldova","Nichita Smochină",803753450,"GA",4109000
"Moldova","Grigore Belostecinic",803753451,"Stub",4109000
"Iran","Mohammad Khatami",803753795,"GA",78483446
"Iran","Majid Kavian",803756073,"Start",78483446
"Korea, North","Kim Sul-song",803756431,"C",24983000
"Iran","Abdul Rahman Haji Ahmadi",803756451,"Start",78483446
"Iraq","Paul Bremer",803756614,"B",37056000
"Iraq","Yusuf Salman Yusuf",803757524,"C",37056000
"Bulgaria","Anyu Angelov",803758944,"Start",7181000
"Bulgaria","Nikolai Tsonev",803759029,"Start",7181000
"Luxembourg","Corinne Cahen",803760201,"Stub",569202
"Benin","Adrien Houngbédji",803761597,"C",10583034
"Bangladesh","A. F. M. Ahsanuddin Chowdhury",803761719,"Start",160411000
"China","Yan Xiang (Han dynasty)",803764448,"Start",1371920000
"India","Women's political participation in India",803766771,"GA",1314097616
"Russia","Aleksandr Hudilainen",803767746,"Stub",144302000
"Poland","Stanisław Haller",803769577,"Start",38478001
"Nepal","Ram Karki",803770181,"Stub",28039000
"Sweden","Charles IX of Sweden",803772024,"C",9804792
"United States","Greg Hyatt",803772608,"C",321234172
"Burkina Faso","Salimata Sawadogo",803774230,"Start",18450400
"Bangladesh","Abdur Razzaq (politician)",803774981,"C",160411000
"Bangladesh","Abdus Salam Talukder",803775010,"Start",160411000
"Afghanistan","Abdul Rashid Dostum",803775914,"C",32247000
"Israel","Binyamin Ze'ev Kahane",803776236,"Start",8375384
"China","Guo Si",803779326,"C",1371920000
"Bangladesh","Abu Sayeed",803780299,"Stub",160411000
"Saudi Arabia","Turki bin Abdullah bin Muhammad",803780975,"C",31565109
"Australia","Carl Katter",803782080,"C",23888000
"Romania","List of Ministers of Finance of Romania",803782291,"B",19838662
"Russia","Maria Zakharova",803782960,"C",144302000
"Germany","Oskar von Hindenburg",803783591,"C",81132000
"Malaysia","Nathaniel Tan",803784152,"C",30788840
"Canada","David Sparrow",803784385,"Start",35833000
"Rwanda","John Rwangombwa",803785611,"Start",11331300
"Croatia","Stjepan Radić",803787494,"C",4215000
"Kazakhstan","Umirzak Shukeyev",803787562,"Start",17544274
"Cuba","Cuba under Fidel Castro",803789782,"B",11139000
"China","Liu Yongfu",803791627,"C",1371920000
"Pakistan","Hafeez Ur Rehman",803792208,"Stub",199047300
"Afghanistan","Abdur Rahman Khan",803792380,"C",32247000
"Czech Republic","Martin Barták",803793256,"Stub",10551227
"Netherlands","Khee Liang Phoa",803794146,"Stub",16942373
"Czech Republic","Karolína Peake",803794383,"Start",10551227
"Kazakhstan","Shalbay Kulmakhanov",803794701,"Stub",17544274
"Kazakhstan","Zamanbek Nurkadilov",803794730,"Stub",17544274
"South Africa","Dorothy Nyembe",803796234,"Stub",55041000
"Indonesia","Megawati Sukarnoputri",803797669,"C",255741973
"Ghana","Alhassan Bashir Fuseini",803799302,"Stub",27672800
"Kenya","Jamleck Irungu Kamau",803800617,"Start",44306000
"France","Stanislas de Castellane",803804000,"Stub",64346720
"Netherlands","Tiny Kox",803809615,"Start",16942373
"Tanzania","Ali Hassan Mwinyi",803810384,"C",52291000
"Kiribati","Vice-President of Kiribati",803811435,"Start",113400
"Kiribati","Teima Onorio",803811488,"Start",113400
"Chad","List of heads of state of Chad",803812011,"Start",13707000
"Albania","Foto Çami",803812055,"Start",2892000
"Morocco","Abdallah ben Aisha",803813344,"Start",34121000
"United States","David McReynolds",803813597,"C",321234172
"France","Jean-Léonce Dupont",803814361,"Stub",64346720
"Israel","Yitzhak Ben-Zvi",803815262,"C",8375384
"New Zealand","Gordon Coates",803815362,"C",4598066
"Sudan","Dominic Dim Deng",803815872,"Start",40883900
"Pakistan","Sumaira Malik",803816250,"Start",199047300
"Niger","Foumakoye Gado",803816260,"C",18884462
"Jordan","Samir Murad",803817290,"Start",8118000
"Albania","Medar Shtylla",803818094,"Stub",2892000
"United States","Richard J. Daronco",803821108,"C",321234172
"Iraq","Muhammad Najib ar-Ruba'i",803821406,"Start",37056000
"Bangladesh","Ashab Uddin Ahmad",803822496,"GA",160411000
"Pakistan","Nawabzada Lashkari Raisani",803823660,"Stub",199047300
"Japan","Tomoya Hosoda",803824042,"Stub",126866820
"Indonesia","Dzulmi Eldin",803824147,"Stub",255741973
"Ukraine","Mykhailo Reznik",803825364,"Start",42828300
"Israel","Stav Shaffir",803826540,"C",8375384
"Egypt","Ahmed Gamal El Segini",803826668,"Start",89074000
"Myanmar","San Yu",803826822,"C",52147000
"Netherlands","Leiden University",803826993,"C",16942373
"Croatia","Đorđe Vojnović",803830996,"Stub",4215000
"India","Mukhtar Ansari",803834149,"GA",1314097616
"Dominican Republic","Ivelisse Prats Ramírez",803834962,"Start",10508000
"Kenya","Malcolm MacDonald",803835166,"C",44306000
"Indonesia","Sunaryati Hartono",803835406,"Start",255741973
"Portugal","Ricardo Rio",803839807,"Stub",10349000
"France","François de Rugy",803840616,"Start",64346720
"France","Dominique de Villepin",803840750,"B",64346720
"Afghanistan","Azra Jafari",803841397,"C",32247000
"France","François Fillon",803841881,"GA",64346720
"France","Bertrand Delanoë",803845101,"C",64346720
"Israel","Yair Lapid",803845293,"C",8375384
"Portugal","Catarina Martins",803846718,"Stub",10349000
"Germany","Dieter Althaus",803846864,"Start",81132000
"Japan","Yūko Obuchi",803846896,"Start",126866820
"Malaysia","Michelle Yesudas",803847313,"Stub",30788840
"Niger","Mariama Gamatié Bayard",803851630,"Start",18884462
"Philippines","Enrique Manalo",803851823,"Start",102965300
"Thailand","Chamlong Srimuang",803852457,"C",65121250
"Thailand","Pramarn Adireksarn",803852940,"C",65121250
"Thailand","Thammarak Isarangkura na Ayudhaya",803853308,"Stub",65121250
"Thailand","Bhichit Rattakul",803853877,"Start",65121250
"India","Yangmaso Shaiza",803854781,"C",1314097616
"Croatia","Dragan Markovina",803858875,"C",4215000
"Bulgaria","Georgi Pirinski Jr.",803861531,"Start",7181000
"Spain","Gonzalo Méndez de Canço",803863146,"GA",46368000
"Netherlands","Sybilla Dekker",803864382,"Stub",16942373
"Brazil","Arthur Bernardes",803865819,"Stub",204519398
"Haiti","Luckner Cambronne",803866631,"Start",10924000
"Rwanda","Jacques Bihozagara",803868218,"Start",11331300
"Guyana","Walter Rodney",803868393,"C",743000
"Libya","Aref Ali Nayed",803870165,"C",6317000
"Ecuador","Vice President of Ecuador",803870832,"Start",16279000
"Indonesia","Susi Pudjiastuti",803870918,"C",255741973
"Canada","Monte Kwinter",803872492,"C",35833000
"Myanmar","Tin Aung Myint Oo",803872886,"Start",52147000
"Israel","Amram Mitzna",803872975,"Start",8375384
"Nepal","Queen Tripurasundari of Nepal",803873640,"Start",28039000
"Belarus","Franak Viacorka",803874322,"C",9524247
"China","Fan Chou",803874700,"Start",1371920000
"Ecuador","Rafael Correa",803874765,"B",16279000
"Bangladesh","Tahura Ali",803874981,"Stub",160411000
"Chile","Max Marambio",803876308,"Stub",18025000
"France","France Jamet",803876378,"Stub",64346720
"Botswana","Patrick van Rensburg",803876677,"Start",2139900
"Pakistan","Faisal Subzwari",803879940,"Start",199047300
"Ireland","Roderic O'Gorman",803880227,"Start",4630308
"Pakistan","Asma Jahangir",803880819,"GA",199047300
"Sweden","Minister for Consumer Affairs (Sweden)",803882348,"Start",9804792
"Norway","Knut Olav Åmås",803882718,"Start",5194411
"China","Zhang Song",803883142,"Start",1371920000
"South Africa","Lawrence Mushwana",803883249,"Stub",55041000
"Netherlands","Joep Baartmans-van den Boogaart",803883259,"Stub",16942373
"Argentina","Justo José de Urquiza",803885243,"Start",42426000
"Tanzania","John Malecela",803886588,"Start",52291000
"Australia","Wilfrid Kent Hughes",803887090,"GA",23888000
"Indonesia","Emilia Contessa",803887860,"Start",255741973
"Italy","Francesco Fortugno",803890353,"Start",62466780
"Nigeria","Babatunde Fowler",803891543,"C",181839400
"Italy","Francesco Loredan",803892036,"Start",62466780
"India","Sumitra Mahajan",803894090,"C",1314097616
"Pakistan","Zafarullah Khan Jamali",803895215,"GA",199047300
"Pakistan","A.R. Jamali",803896472,"Stub",199047300
"China","Jasper Tsang",803899998,"C",1371920000
"Singapore","David Marshall (Singaporean politician)",803900554,"C",5541121
"Philippines","Yul Servo",803901409,"Start",102965300
"Japan","Teiko Kihira",803901720,"Stub",126866820
"Papua New Guinea","Francis Awesa",803903235,"C",7744600
"South Africa","Badih Chaaban",803904768,"Stub",55041000
"United States","Albert Jennings Fountain",803906441,"C",321234172
"Somalia","Yusuf Mohammed Siad",803907595,"C",11123000
"Spain","Yolanda Barcina",803907997,"Start",46368000
"Mexico","Eduardo Castro Luque",803908247,"C",127017000
"Philippines","Francis Escudero",803910216,"GA",102965300
"Azerbaijan","Fatali Khan Khoyski",803910313,"C",9651000
"Egypt","Ester Fanous",803910324,"Start",89074000
"China","Ye Jianying",803910344,"C",1371920000
"New Zealand","Francis Gledhill",803912827,"Stub",4598066
"United Kingdom","Francis Goldsmid",803912924,"Start",65092000
"United Kingdom","Jimmy Edwards",803913690,"C",65092000
"Pakistan","Wajihuddin Ahmed",803914924,"C",199047300
"Ukraine","Dmytro Svyatash",803916458,"Start",42828300
"Chile","Eduardo Frei Montalva",803917695,"C",18025000
"Canada","Ike Awgu",803918443,"Start",35833000
"Malawi","Agnes Penemulungu",803919095,"Stub",17174000
"Philippines","Justiniano Borja",803919487,"Start",102965300
"Italy","Alessandro Fortis",803920359,"C",62466780
"Italy","Luigi Luzzatti",803920436,"C",62466780
"Italy","Paolo Boselli",803920520,"Start",62466780
"United States","Edouard Izac",803920747,"C",321234172
"Italy","Adone Zoli",803921690,"Start",62466780
"Italy","Giovanni Goria",803922357,"Start",62466780
"India","Purushottam Kaushik",803923326,"Stub",1314097616
"Romania","Ion Antonescu",803923658,"FA",19838662
"Haiti","Dany Toussaint",803924619,"Stub",10924000
"Mongolia","Dogsomyn Bodoo",803925616,"C",3029335
"Papua New Guinea","Francis Marus",803926622,"C",7744600
"United Kingdom","Millie Miller",803926823,"Stub",65092000
"Syria","Amin al-Hafiz",803927017,"C",17065000
"Mongolia","Anandyn Amar",803927053,"C",3029335
"Mongolia","Tsengeltiin Jigjidjav",803927123,"Start",3029335
"United Kingdom","Eric Moonman",803927251,"B",65092000
"India","Dilip Tirkey",803927279,"Start",1314097616
"Mongolia","Peljidiin Genden",803927452,"C",3029335
"Iran","Presidency of Mahmoud Ahmadinejad",803928019,"B",78483446
"Cameroon","John Ngu Foncha",803928072,"Stub",23739000
"Kenya","Francis Muthaura",803928076,"Start",44306000
"Iran","Presidency of Mohammad Khatami",803928118,"C",78483446
"Mongolia","Jambyn Batmönkh",803928347,"Start",3029335
"Mongolia","Dumaagiin Sodnom",803928454,"Start",3029335
"Mongolia","Sharavyn Gungaadorj",803928671,"Start",3029335
"Mongolia","Puntsagiin Jasrai",803928805,"Start",3029335
"Mongolia","Mendsaikhany Enkhsaikhan",803928869,"Start",3029335
"Mongolia","Janlavyn Narantsatsralt",803929025,"Start",3029335
"Mongolia","Rinchinnyamyn Amarjargal",803929100,"Start",3029335
"Kenya","Francis Ole Kaparo",803929204,"Start",44306000
"Tajikistan","Abduhalim Nazarzoda",803929238,"Start",8452153
"Papua New Guinea","Francis Ona",803929264,"C",7744600
"Mongolia","Miyeegombyn Enkhbold",803929320,"Start",3029335
"Mongolia","Sükhbaataryn Batbold",803929984,"Start",3029335
"Mongolia","Norovyn Altankhuyag",803930046,"Start",3029335
"Mongolia","Chimediin Saikhanbileg",803930104,"Start",3029335
"Australia","Don Dunstan",803930177,"FA",23888000
"Canada","Nerene Virgin",803930779,"C",35833000
"Chile","Beatriz Allende",803930855,"Start",18025000
"Croatia","Branko Mikša",803931230,"Stub",4215000
"United Kingdom","Hugh Gaitskell",803931432,"FA",65092000
"Bangladesh","Giasuddin Al Mamun",803931854,"Start",160411000
"United States","John J. Kennedy (New York State Treasurer)",803931974,"Start",321234172
"France","Jean Jaurès",803932329,"C",64346720
"Myanmar","Zaw Htay",803932467,"Stub",52147000
"Austria","Ludwig von Cobenzl",803932580,"Start",8615955
"Papua New Guinea","Francis Potape",803932725,"Start",7744600
"Israel","Ehud Olmert",803932904,"GA",8375384
"United States","David Paterson",803933397,"B",321234172
"Hungary","Erzsébet Metzker Vass",803933472,"Stub",9835030
"Russia","Viktor Khristenko",803934346,"C",144302000
"Canada","Frederick Carter",803934729,"Start",35833000
"India","Nagabhairava Jaya Prakash Narayana",803935405,"C",1314097616
"Azerbaijan","Mehriban Aliyeva",803936488,"C",9651000
"Bangladesh","Asaduzzaman Khan (politician)",803936809,"Stub",160411000
"Cambodia","Lon Non",803936929,"C",15417100
"Cambodia","Lon Nil",803936986,"Start",15417100
"Iran","Presidency of Akbar Hashemi Rafsanjani",803939357,"C",78483446
"Bulgaria","Kalina Balabanova",803939628,"Stub",7181000
"Pakistan","Fatima Begum (politician)",803939660,"Start",199047300
"Russia","Andrei Zhdanov",803941485,"C",144302000
"China","Pan Jun",803941497,"Stub",1371920000
"Ukraine","Heorhiy Kirpa",803942011,"Start",42828300
"Belgium","Francis van Aarssens",803942872,"Start",11211064
"Philippines","Tito Sotto",803946015,"GA",102965300
"Canada","Bob McLeod (politician)",803946300,"Start",35833000
"United States","Francisco Guerrero (politician)",803953141,"Start",321234172
"Angola","Francisco Higino Carneiro",803953524,"Stub",2.5e+07
"Botswana","Michael Dingake",803954739,"Stub",2139900
"Chile","Francisco Javier Errázuriz Talavera",803955392,"Start",18025000
"United States","John Kriesel",803955866,"Start",321234172
"France","Patrick Balkany",803956502,"Start",64346720
"Mexico","Luis N. Morones",803956760,"Start",127017000
"Argentina","Francisco Larcher",803958141,"Stub",42426000
"Italy","Francesco Martino (politician)",803960537,"Stub",62466780
"Portugal","Francisco Martins Rodrigues",803960663,"Stub",10349000
"Iceland","Jóhanna Sigurðardóttir",803961914,"C",330828
"Chile","Francisco Nef",803962675,"Start",18025000
"Cuba","Desiderio Alberto Arnaz II",803963084,"Start",11139000
"Israel","Marcia Freedman",803964174,"C",8375384
"United States","Douglas MacArthur",803964189,"FA",321234172
"Algeria","Ahmed Ben Bella",803965612,"GA",39948000
"Myanmar","Lun Thi",803966337,"Stub",52147000
"Mexico","Francisco I. Madero",803966825,"B",127017000
"Uruguay","José Mujica",803967246,"GA",3562000
"Kyrgyzstan","Dair Asanov",803970396,"Start",5951000
"Ireland","Families in the Oireachtas",803970720,"C",4630308
"Italy","Augusto Aubry",803971492,"Stub",62466780
"Spain","Francisco de Montejo (the Nephew)",803972180,"Start",46368000
"Spain","Francisco de Montejo the Younger",803972185,"Start",46368000
"Colombia","Francisco de Narváez",803972330,"C",48218000
"Paraguay","Francisco de Vargas",803973130,"Stub",7020000
"Canada","Steven Fletcher (politician)",803973415,"B",35833000
"Philippines","Gina Lopez",803974546,"C",102965300
"Nicaragua","Anastasio Somoza Debayle",803976134,"C",6262000
"Nicaragua","Luis Somoza Debayle",803976340,"Start",6262000
"Nicaragua","Anastasio Somoza García",803976908,"C",6262000
"Belarus","Alyaksandr Kazulin",803977146,"Start",9524247
"France","Franck Biancheri",803977666,"Start",64346720
"Guatemala","Zury Ríos",803977784,"C",16183752
"Nicaragua","Víctor Manuel Román y Reyes",803977902,"Stub",6262000
"Nicaragua","René Schick",803978207,"Stub",6262000
"Guatemala","Enrique Peralta Azurdia",803978304,"Stub",16183752
"Nicaragua","Lorenzo Guerrero",803978387,"Stub",6262000
"Guatemala","Guillermo Flores Avendaño",803978416,"Stub",16183752
"Guatemala","Luis Arturo González López",803978640,"Start",16183752
"Guatemala","Ángel Aníbal Guevara",803978866,"Stub",16183752
"Guatemala","Gustavo Adolfo Espina Salguero",803978925,"Stub",16183752
"France","Franck Riester",803979531,"Stub",64346720
"New Zealand","James Yems",803980721,"Start",4598066
"Norway","Anne Holt",803981254,"Start",5194411
"China","Zhang Shijie",803981259,"Stub",1371920000
"Israel","Azmi Bishara",803982655,"B",8375384
"Kenya","List of colonial governors and administrators of Kenya",803983051,"Start",44306000
"Afghanistan","Ahmad Shah Massoud",803983131,"GA",32247000
"Czech Republic","Petr Ježek",803983301,"Start",10551227
"Australia","Frank Reid Murphy",803985886,"Stub",23888000
"Germany","Mayer Carl von Rothschild",803986413,"Start",81132000
"Chile","Franco Parisi",803987067,"C",18025000
"Ecuador","Abdalá Bucaram Jr.",803988259,"C",16279000
"Italy","Franco Trappoli",803989013,"Stub",62466780
"United Kingdom","Jeffrey Archer",803989083,"GA",65092000
"Spain","Josep Maria de Porcioles i Colomer",803991402,"Stub",46368000
"Croatia","Franjo Arapović",803992334,"Start",4215000
"Sierra Leone","Minkailu Mansaray",803993760,"Start",6502960
"Kenya","Cleopa Kilonzo Mailu",803994295,"Start",44306000
"Saudi Arabia","Ensaf Haidar",803994416,"Start",31565109
"Germany","Sahra Wagenknecht",803994547,"C",81132000
"France","Yves Bouthillier",803994571,"Stub",64346720
"United States","George Moscone",803995478,"C",321234172
"Australia","Eileen Cummings",803997767,"Start",23888000
"Ghana","Frank Bernasko",803998461,"C",27672800
"Serbia","Ljubiša Preletačević",803999163,"C",7097190
"United States","Ellen Lord",804003806,"Stub",321234172
"Australia","Grace Benny",804003997,"C",23888000
"Romania","Corneliu Zelea Codreanu",804006863,"FA",19838662
"Mongolia","Dolgorsürengiin Sumyaabazar",804007882,"Start",3029335
"Malaysia","Syed Sheh Shahabudin",804009781,"Stub",30788840
"Kyrgyzstan","Raatbek Sanatbayev",804010350,"Start",5951000
"New Zealand","Charles William Wyatt",804010623,"Stub",4598066
"Bangladesh","Ruhul Quddus Talukdar",804011932,"Stub",160411000
"Ireland","Frank Fahy",804012961,"Start",4630308
"South Africa","Steve Biko",804014798,"FA",55041000
"Bangladesh","Tawfiq-e-Elahi Chowdhury",804015004,"Start",160411000
"United Kingdom","Frank Goldsmith",804016019,"Start",65092000
"Iran","Ibrahim Alizade",804016574,"Stub",78483446
"Cameroon","Amadou Ali",804017918,"Start",23739000
"China","Ma Midi",804018099,"Start",1371920000
"United States","Ed Martin (Missouri politician)",804018714,"C",321234172
"Canada","Brian Pallister",804018841,"GA",35833000
"Bangladesh","Shib Narayan Das",804027416,"Start",160411000
"Russia","Nikolai Valuev",804030176,"C",144302000
"Bosnia-Herzegovina","Mehmed Alajbegović",804030279,"Start",3650114
"South Africa","Wilton Mkwayi",804032165,"B",55041000
"Switzerland","Thomas Holenstein",804033853,"Stub",8292851
"France","Charles, marquis de La Valette",804035264,"Start",64346720
"Peru","Rodolfo Beltrán Bravo",804035364,"Start",31151643
"New Zealand","Lindsay Perigo",804036210,"Start",4598066
"France","Henry de Lesquen",804037337,"Start",64346720
"Nepal","Palten Gurung",804037480,"Stub",28039000
"United States","Boren family",804038363,"Start",321234172
"Nepal","Mohan Bahadur Basnet",804042739,"Stub",28039000
"India","Hargovind Bhargava",804043583,"Stub",1314097616
"United Kingdom","Margaret Hodge",804043646,"GA",65092000
"India","Kapil Krishna Thakur",804044053,"Stub",1314097616
"Australia","Frank Stewart",804044992,"Start",23888000
"Moldova","Valeriu Lazăr",804045311,"Stub",4109000
"Malawi","Billy Kaunda",804045962,"Stub",17174000
"Vietnam","Phan Thanh Liêm",804050234,"Stub",91714080
"Bulgaria","Iliyan Todorov",804051107,"Stub",7181000
"Haiti","President of Haiti",804051308,"Start",10924000
"Vietnam","Bùi Tín",804051406,"C",91714080
"United States","Charles E. Phelps",804051551,"C",321234172
"Russia","Viktor Tolokonsky",804051970,"Stub",144302000
"Russia","Anatoly Lokot",804052279,"Stub",144302000
"Russia","Vladimir Gorodetsky",804052443,"Start",144302000
"Malaysia","List of Malaysian politicians of Indian descent",804053178,"Start",30788840
"Russia","Head of the Republic of Buryatia",804053612,"Stub",144302000
"Switzerland","Jean-Marie Musy",804054223,"Start",8292851
"Greece","Zoe Konstantopoulou",804054248,"C",11520785
"Russia","Alexander Vinnikov",804054957,"Start",144302000
"Bulgaria","Rumen Radev",804055261,"C",7181000
"Switzerland","Iftikhar Ahmed (Swiss lawmaker)",804057093,"Start",8292851
"United States","Mark Hanna",804057284,"FA",321234172
"Liberia","Benoni Urey",804058293,"C",4503000
"Liberia","Charles Brumskine",804058441,"Start",4503000
"Somalia","Sharif Sheikh Ahmed",804061342,"GA",11123000
"Ghana","Mustapha Abdul-Hamid",804062907,"Stub",27672800
"Israel","Ahmad Tibi",804064397,"C",8375384
"India","Prem Khandu Thungan",804064963,"Stub",1314097616
"China","Hu Zhengyan",804065646,"FA",1371920000
"Libya","Mohammed El Senussi",804066562,"GA",6317000
"United States","Jesse B. Thomas",804067052,"Start",321234172
"Bulgaria","Krasen Kralev",804067812,"Start",7181000
"China","Yang Jisheng (statesman)",804068081,"GA",1371920000
"Bulgaria","Petur Tanchev",804068689,"Start",7181000
"United States","National Women's Political Caucus",804068881,"Start",321234172
"Egypt","President of Egypt",804069247,"C",89074000
"Russia","Aleksandr Smetanov",804069464,"Stub",144302000
"Moldova","Andrei Usatîi",804069712,"Stub",4109000
"Rwanda","Faustin Twagiramungu",804070511,"Stub",11331300
"Bulgaria","Aleksandar Tomov (politician)",804070974,"C",7181000
"India","Ehsan Jafri",804071133,"C",1314097616
"Ghana","Jacob Hackenburg Griffiths-Randolph",804071557,"Start",27672800
"Moldova","Vasile Bumacov",804072131,"Stub",4109000
"Algeria","Lalla Fatma N'Soumer",804073508,"Start",39948000
"Philippines","Geraldine Roman",804074233,"C",102965300
"Palestinian Territory","Yasser Arafat",804075706,"FA",4481195
"Iraq","Mahmud Barzanji",804076153,"C",37056000
"Kenya","Daisy Nyongesa",804076685,"Start",44306000
"Morocco","Fathallah Sijilmassi",804076877,"Start",34121000
"Iraq","Hero Ibrahim Ahmed",804077347,"Start",37056000
"Congo","Firmin Ayessa",804078772,"B",4755000
"Saudi Arabia","Abdullah Mohammed Al-Hugail",804080793,"Start",31565109
